refno,type,text
vetalkatha_vetalkatha_L2222,prose,प्रातःकाले एव सः सन्न्यासिनः दर्शनाय प्रस्थितः।
vetalkatha_vetalkatha_L2223,prose,आश्रमम् गत्वा सः तत्र कस्यचित् आम्रवृक्षस्य अधः तपोमग्नम् सन्न्यासिनम् दृष्टवान्।
vetalkatha_vetalkatha_L2224,prose,राजा तस्य तपोभङ्गम् कर्तुम् अनिच्छन् अनतिदूरे स्थितायाम् शिलायाम् उपविष्टवान्।
vetalkatha_vetalkatha_L2225,prose,समयः महान् अतीतः।
vetalkatha_vetalkatha_L2226,prose,किन्तु सन्न्यासी तपसः विमुक्तः न अभवत् एव।
vetalkatha_vetalkatha_L2227,prose,अतः राजा ततः प्रस्थाय परितः स्थितम् प्रकृतिसौन्दर्यम् पश्यन् तस्मिन् एव मग्नः जातः।
vetalkatha_vetalkatha_L2228,prose,किञ्चित्समयानन्तरम् 'राजन्' इति सम्बोधनम् यदा श्रुतम् तदा सः पृष्ठतः दृष्टवान्।
vetalkatha_vetalkatha_L2229,prose,तस्य पुरतः शान्तः हसन्मुखः सन्न्यासी कार्तिकेयः स्थितः आसीत्।
vetalkatha_vetalkatha_L2230,prose,सत्यकीर्तिः शिरः अवनमय्य तस्मै प्रणामान् समर्पितवान्।
vetalkatha_vetalkatha_L2231,prose,कार्तिकेयः 'सुखी भव' इति आशिषा अनुगृह्य - 'आगच्छतु अस्याम् शिलायाम् उपविशाव' इति तम् अवदत्।
vetalkatha_vetalkatha_L2232,prose,उभौ  अपि शिलायाम् उपविष्टौ।
vetalkatha_vetalkatha_L2233,prose,"तदा कार्तिकेयः हसन् पृष्टवान् -""भवतः सेवकाः सर्वे गताः किम्?"" इति।"
vetalkatha_vetalkatha_L2234,prose,"अनेन प्रश्नेन लज्जितः राजा मन्दस्वरेण अवदत् - ""पर्णकुटीरे मदर्थम् व्यवस्थाम् सर्वाम् समाप्य ते राजधानीम् गताः।"
vetalkatha_vetalkatha_L2235,prose,इदानीम् मया सह एकः सेवकः एका सेविका च स्तः।
vetalkatha_vetalkatha_L2236,prose,यदा अहम् वानप्रस्थाश्रमम् स्वीकरिष्यामि तदा एतौ अपि राजधानीम् प्रतिगमिष्यतः।
vetalkatha_vetalkatha_L2237,prose,भवान् जानाति एव यत् मम जीवनम् सदा सुखमयम् एव आसीत् इति।
vetalkatha_vetalkatha_L2238,prose,"अतः इदानीम् एतौ अत्र स्तः"" इति।"
vetalkatha_vetalkatha_L2239,prose,एवम्  उक्त्वा राजा स्वस्य आगमनकारणम् सन्न्यासिनम् विस्तरेण अवदत्।
vetalkatha_vetalkatha_L2240,prose,"सन्न्यासी राज्ञः कथनम् श्रुत्वा पृष्टवान् - ""तर्हि भवतः अत्र आगमनस्य अनन्तरम् महान् समयः अतीतः।"
vetalkatha_vetalkatha_L2241,prose,"एतावत् पर्यन्तम् भवान् अत्र किम् कृतवान्? नीरसता न अनुभूता किम्?"" इति।"
vetalkatha_vetalkatha_L2242,prose,"सत्यकीर्तिः सङ्कोचम् अनुभवन् उक्तवान् - ""सत्यम्, किञ्चित् नीरसता अभवत्।"
vetalkatha_vetalkatha_L2243,prose,किन्तु अहम् चम्पकवनम् परितः स्थितम् परिसरम् पश्यन् ताम् नीरसताम् अपनीतवान्।
vetalkatha_vetalkatha_L2244,prose,"वनदर्शनसमये मम मनसि अनेके विचाराः उत्पन्नाः"" इति।"
vetalkatha_vetalkatha_L2245,prose,"""मया अपि ते विचाराः ज्ञातुम् शक्यन्ते किम्?"" इति सन्न्यासी राजानम् पृष्टवान्।"
vetalkatha_vetalkatha_L2246,prose,"""स्वामिन्! अस्मिन् वने फलैः पुष्पैः च युक्ताः वृक्षाः सन्ति।"
vetalkatha_vetalkatha_L2247,prose,तैः सह औषधगुणयुक्ताः लताः औषधीयसस्यानि च अत्र सन्ति।
vetalkatha_vetalkatha_L2248,prose,अहम् राजवैद्यम् भीष्माचार्यम् आहूय तम् पृष्ट्वा अत्र औषधगुणयुक्ताः लताः औषधीयसस्यानि च कियन्ति सन्ति इति ज्ञातुम् इच्छामि।
